Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Votes
Support Request,JRACLOUD-35694,762683,Cannot transition an issue,,gntc43,Medium,Closed,Support Request,07/Nov/2013 6:58 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-32709,726811,Jira Project Issue Sequence Number is Incorrect,,garcias,Medium,Closed,Handled by Support,22/Apr/2013 2:30 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-37194,767074,Action menu gets corrupted on issue refresh,,bob.swift@charter.net,Medium,Closed,Answered,26/Feb/2014 4:23 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-38088,771630,"Want to remove ""Gliffy"" from the drop down menu under the ""more"" tab",,merryn1,Medium,Closed,Support Request,29/Apr/2014 6:13 AM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-42029,754945,Filtering resolution != Duplicate Filteres out all unresolved issues,,krystina.subieta,Medium,Closed,Answered,11/Feb/2015 10:00 PM,15/Aug/2019 5:38 AM,0
Support Request,JRACLOUD-28988,761454,Optional-mandatory fields problem when bulk move,,vitek.urban,Medium,Closed,Handled by Support,18/Jul/2012 11:29 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-36092,751359,Email setup not working with Office 365,,hayriye.yagbasan,Medium,Closed,Support Request,05/Dec/2013 8:47 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37966,747553,Feedback page goes blank upon clicking Submit button,,07843bc1-6c8b-4cbe-8068-bb7fbb3efb42,Medium,Closed,Support Request,21/Apr/2014 4:13 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-35900,747424,Licence  Problems with Atlassian products ,,dirk.kias,Medium,Closed,Support Request,21/Nov/2013 8:12 AM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38248,747359,Incoming email from Outlook,,hugpre5,Medium,Closed,Support Request,09/May/2014 4:41 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37280,747396,Export to Excel Does not show some columns from my current view,,jimt,Medium,Closed,Support Request,28/Feb/2014 8:45 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-37530,747221,Jira API error.,,forpdfsending,Medium,Closed,Answered,18/Mar/2014 2:37 PM,15/Aug/2019 5:37 AM,0
Support Request,JRACLOUD-38354,746867,Scrolling Issue,,tyler.adolph,Medium,Closed,Support Request,15/May/2014 5:25 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32582,746842,"Editing the filter ""unresolved by status, unresolved by assignee, unresolved by issue type...",,marcel.kleinluetke,Medium,Closed,Handled by Support,09/Apr/2013 9:02 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37785,745757,Users not able to open a new Jira Ticket after upgrade to 6.1.7,,william.causey,Medium,Closed,Support Request,03/Apr/2014 10:43 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32845,745684,Attachment can duplicate in drag and drop ,,dsimon,Medium,Closed,Handled by Support,10/Dec/2012 12:34 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37597,745227,JIRA 'Introduction' can be viewed by users lacking permission and by anonymous,,tom.godar,Medium,Closed,Support Request,21/Mar/2014 7:37 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38316,746606,JIRA to JIRA Issue Copy doesn't work with JIRA 6.2 - Marketplace,,ssbarnea,Medium,Closed,Support Request,14/May/2014 11:25 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-28964,746603,Undelivered Mail Returned to Sender,,lucian0,Medium,Closed,Handled by Support,16/Jul/2012 9:07 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36182,743931,Workflow Does Not Transition Resolution ,,nsinas,Medium,Closed,Resolved Locally,12/Dec/2013 3:45 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36245,743927,Activity Stream Error,,girishk.shenoy,Medium,Closed,Support Request,18/Dec/2013 5:17 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-29150,746500,Since upgrade to Jira 5.0 workflow changed,,knowlesrd,Medium,Closed,Fixed,30/Jul/2012 12:34 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36053,743701,Unable to create custom workflow Status,,jawad.habib,Medium,Closed,Support Request,03/Dec/2013 6:25 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35819,743548,Microsoft LDAP restrict filters to specific groups,,anand.unadkat,Medium,Closed,Support Request,15/Nov/2013 12:11 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38220,743571,JIRA Agile menu option missing from main navigation,,gareth1,Medium,Closed,Answered,08/May/2014 4:43 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35739,743395,"When adding a new task in Scrum, Summary is missing",,rod3,Medium,Closed,Support Request,08/Nov/2013 8:06 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35550,743159,Reduce notification sent by Jira,,ehoungues,Medium,Closed,Support Request,29/Oct/2013 10:01 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-40290,743069,We can not attach screenshot to existing bug.,,rupeshsurve25,Medium,Closed,Support Request,03/Oct/2014 8:37 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-8779,742774,Moving an issue from one project to another doesn´t move the attachments,,rdpaola,Medium,Closed,Handled by Support,12/Dec/2005 2:02 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32701,742001,Unable to move my bugs description or comments from bugzilla to JIRA.,,shivendra,Medium,Closed,Handled by Support,19/Apr/2013 9:14 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37352,749718,Why CreateIssueDetails!init.jspa ( Create an issue From a URL) The form is automatically submitted?,,yassine.mansour,Medium,Closed,Support Request,05/Mar/2014 3:09 PM,15/Aug/2019 5:36 AM,1
Support Request,JRACLOUD-29453,740846,Excel Export from Issue Navigator produces corrupt Excel files,,schou@barracuda.com,Medium,Closed,Fixed,22/Aug/2012 9:06 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-31785,740676,Cloning alters workflow,,richard.plackowski,Medium,Closed,Fixed,20/Feb/2013 4:20 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-31421,725472,Date Picker has not the same conversion in Java and Javascript,,v_thoule,Medium,Closed,Duplicate,24/Jan/2013 8:05 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-29279,739571,Undesired automatic group membership,,frable,Medium,Closed,Answered,09/Aug/2012 1:15 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37200,771739,Embedding JIRA the login code in Joomla ,,muhammad.ali,Medium,Closed,Support Request,26/Feb/2014 10:07 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-38247,742861,JIRA Stash integration not working.,,cathy1,Medium,Closed,Support Request,09/May/2014 1:41 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35761,756287,Error message: <The JIRA server could not be contacted. This may be a temporary glitch or the server may be down.>,,didier.riedinger1,Medium,Closed,Support Request,12/Nov/2013 9:37 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-27104,736665,NoClassDefFoundError exceptions recorded in logs,,lukasz.smoron@navteq.com,Medium,Closed,Answered,13/Feb/2012 4:34 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-59799,763885,Not receive issue notifications,,kdiaz1631758748,Medium,Closed,Support Request,12/Feb/2016 8:44 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-30235,733727,Moving issues between projects throws system error,,vinhngu@tollgroup.com,Medium,Closed,Handled by Support,24/Oct/2012 5:28 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35057,735075,Bulk operation give error message,,morten.gunvaldsen,Medium,Closed,Support Request,27/Sep/2013 8:23 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37207,771685,problem with message custom fields,,birgit.greiffenberg,Medium,Closed,Support Request,26/Feb/2014 5:24 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-40814,734335,Bad request on creating Issue with Assignee or Reporter or DueDate,,oppa.kostya.bko,Medium,Closed,Answered,12/Nov/2014 4:56 PM,15/Aug/2019 5:35 AM,1
Support Request,JRACLOUD-35606,771670,unable to change context path,,m.mueller,Medium,Closed,Support Request,31/Oct/2013 8:16 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-32782,737481,Add attachments using REST with non ASCII characters,,ralfb,Medium,Closed,Handled by Support,25/Apr/2013 4:41 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-35070,737827,Jira startup failing,,esdeby,Medium,Closed,Support Request,29/Sep/2013 6:18 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36707,768538,Not acess web page JIRA,,ls.pereira,Medium,Closed,Support Request,24/Jan/2014 11:51 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-35069,730509,redirect to oracle page when adding an screenshot,,eduard.frades,Medium,Closed,Support Request,29/Sep/2013 5:58 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36476,730505,OnDemand unbearably slow,,sh2,Medium,Closed,Support Request,13/Jan/2014 11:01 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36260,727646,Developers unable to add Watchers in Jira6 SAAS version,,arvind3,Medium,Closed,Support Request,17/Dec/2013 9:27 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37439,727172,Add Confluence gadget to the directory,,manish4,Medium,Closed,Support Request,11/Mar/2014 11:09 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36909,727309,Can't edit workflow because admin rights expire in seconds,,david.weiss1,Medium,Closed,Support Request,07/Feb/2014 7:27 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36957,726457,Notification Scheme not Working,,john.brandeis,Medium,Closed,Support Request,11/Feb/2014 9:33 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-40851,770916,Cannot delete comment,,nickshanks,Medium,Closed,Support Request,12/Nov/2014 2:03 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38236,729655,Classic Agile Gadget not working?,,devops4,Medium,Closed,Support Request,08/May/2014 10:13 PM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-32559,729614,Time Since Chart internal server error ,,wendy.yi,Medium,Closed,Handled by Support,12/Apr/2013 3:56 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36341,726718,when export to excel(current fields) without filter's column,,y_shliao,Medium,Closed,Support Request,02/Jan/2014 7:27 AM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-8200,767992,"Search/ filter for ""not empty"" (custom) fields",,goca,Medium,Closed,Handled by Support,11/Oct/2005 1:06 PM,15/Aug/2019 5:33 AM,8
Support Request,JRACLOUD-32621,767665,Assignee arbitrarily unset when issue closed,,buchanans,Medium,Closed,Handled by Support,16/Apr/2013 3:44 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32800,767625,AppLink to Confluence doesn't work,,stefan.kohler,Medium,Closed,Handled by Support,26/Apr/2013 9:57 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35876,748028,Reassigning issues works but window won't close,,jason.opitz,Medium,Closed,Support Request,19/Nov/2013 5:16 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-43088,768421,Webhook doesn't respect -Dhttp.nonProxyHosts,,teetzenm,Medium,Closed,Handled by Support,27/Apr/2015 10:28 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36866,727191,Cannot set Resolution field to Unresolved in Workflow Post Function,,kessler,Medium,Closed,Support Request,05/Feb/2014 4:43 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36764,726903,Safety in Projects,,luis.segura,Medium,Closed,Answered,29/Jan/2014 2:19 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-30191,726822,"On updating something in any issue, system disappears the 'Drag and Drop' zone.",,vikrant.kumar,Medium,Closed,Handled by Support,19/Oct/2012 7:27 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36777,726669,Assignee filter not working on issues page,,rstewart1,Medium,Closed,Support Request,21/Jan/2014 4:05 PM,15/Aug/2019 5:33 AM,1
Support Request,JRACLOUD-36312,726133,global permission,,nadiah.mohammad,Medium,Closed,Support Request,26/Dec/2013 4:20 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36541,726031,jira crowd incremental syncronization does not remove groups removed from crowd,,ssbarnea,Medium,Closed,Support Request,15/Jan/2014 12:26 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37293,726002,NullPointerException when searching for issues,,erik.vanherck,Medium,Closed,Support Request,03/Mar/2014 7:58 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36225,770672,Clicking on the button 'Resolve issue' and then clicking on link 'Assign to me' from the resolve issue pop up does not actually assigns the issue to me,,omvhirve,Medium,Closed,Support Request,17/Dec/2013 1:45 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35063,770609,JIRA became broken after ZIP file attachment,,sbarieva,Medium,Closed,Support Request,27/Sep/2013 1:59 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-32589,727222,Description text in custom-made fields do not update on field screens when modified.,,jason.tani,Medium,Closed,Handled by Support,12/Apr/2013 3:53 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-42240,727215,"Severe selection bug for ""created"" date",,peter.vonhofer@countandcare.de,Medium,Closed,Answered,27/Feb/2015 10:28 AM,15/Aug/2019 5:33 AM,3
Support Request,JRACLOUD-10648,727177,custom icons no longer appear in HTML email notifications.,,mr jira feedback,Medium,Closed,Answered,20/Jul/2006 9:21 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-30021,767184,Notifications are not sent to issue reporter,,jjaniszewski,Medium,Closed,Handled by Support,09/Oct/2012 12:16 PM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-36626,726653,Discrepancy between watcher count on issue navigator compared to issue,,bob.swift@charter.net,Medium,Closed,Support Request,21/Jan/2014 4:34 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-37997,747998,Anonymous users cannot add attachments to issues,,tonis.ostrat,Medium,Closed,Support Request,23/Apr/2014 9:58 AM,15/Aug/2019 5:32 AM,0
Support Request,JRACLOUD-60574,726362,Is there a way to set the permissions that way that project user can only see project users to manage the watchers?,,christoph.oberer2127418321,Medium,Closed,Obsolete,26/Mar/2016 7:13 PM,11/Aug/2019 5:03 PM,0
Support Request,JRACLOUD-30020,729709,"""user doesn't exist"" error when trying to remove user from the project ""developers"" list",,pavel.tarasenko,Medium,Closed,Handled by Support,09/Oct/2012 10:03 AM,19/Sep/2018 4:57 AM,0
Support Request,JRACLOUD-29790,767843,label list incomplete,,nicole wieser,Medium,Closed,Handled by Support,19/Sep/2012 8:10 AM,19/Sep/2018 4:39 AM,0
Support Request,JRACLOUD-27589,745583,'Resolution' field not saved properly when resolving an issue,,lausnet,Medium,Closed,Handled by Support,21/Mar/2012 5:17 AM,19/Sep/2018 4:37 AM,0
Support Request,JRACLOUD-26883,729606,The reporter keeps changing when I move issues between projects,,tominwood,Medium,Closed,Not a bug,23/Jan/2012 12:02 PM,19/Sep/2018 4:37 AM,0
Support Request,JRACLOUD-29974,736319,"Workflow error when ""Stop Progress"" - Tried to update an entity that does not exist",,rbrown@touchcommerce.com,Medium,Closed,Handled by Support,03/Oct/2012 11:06 PM,14/Sep/2018 5:26 AM,0
Support Request,JRACLOUD-27910,735418,Can't access workflow administration screen of a project,,gja,Medium,Closed,Done,18/Apr/2012 8:19 AM,14/Sep/2018 5:26 AM,0
Support Request,JRACLOUD-35168,738083,Items stuck in workflows,,john.williamson,Medium,Closed,Done,04/Oct/2013 10:54 AM,14/Sep/2018 5:25 AM,0
Support Request,JRACLOUD-27678,767700,Project Import Tool always throws NPE,,jsirex@gmail.com,Medium,Closed,Handled by Support,27/Mar/2012 2:36 PM,14/Sep/2018 5:11 AM,0
Support Request,JRACLOUD-30464,735440,"Changes in custom field descriptions do not appear in the ""Create Issue"" screen",,achilles,Medium,Closed,Done,08/Nov/2012 4:21 PM,14/Sep/2018 5:00 AM,0
Support Request,JRACLOUD-37761,742308,Adding issue link selecting multiple issues,,meenakshi.hardikar,Medium,Closed,Handled by Support,26/Mar/2014 9:06 AM,14/Sep/2018 4:42 AM,0
Support Request,JRACLOUD-31278,767637,Jelly script run as a service - questions,,cwagner,Medium,Closed,Handled by Support,14/Jan/2013 9:12 AM,11/Sep/2018 5:00 AM,0
Support Request,JRACLOUD-9356,739990,"Disappointment about ""component leads""",,evan.leonard,Medium,Closed,Done,14/Feb/2006 6:36 PM,11/Sep/2018 4:46 AM,0
Support Request,JRACLOUD-27716,725632,Forbidden - You don't have permission to access /secure/views/bulkedit/BulkEdit1.jspa,,jsevidal,Medium,Closed,Handled by Support,29/Mar/2012 7:33 PM,11/Sep/2018 3:58 AM,0
Support Request,JRACLOUD-27016,727322,Update Windows version on jira server,,memphis1984,Medium,Closed,Fixed,02/Feb/2012 10:55 AM,11/Sep/2018 2:05 AM,0
Support Request,JRACLOUD-29561,737942,MailFetcherService does not decode E-Mail subject properly,,andreas.bruckmeier,Medium,Closed,Handled by Support,31/Aug/2012 10:12 AM,11/Sep/2018 2:05 AM,0
Support Request,JRACLOUD-32459,736984,Fix version/s on Agile cards,,ulrika.eriksson@hm.com,Medium,Closed,Handled by Support,05/Apr/2013 12:49 PM,10/Sep/2018 6:06 AM,0
Support Request,JRACLOUD-29963,767824,Can not upgrade plugins,,krzysztof.stasiak,Medium,Closed,Handled by Support,03/Oct/2012 10:25 AM,10/Sep/2018 6:06 AM,0
Support Request,JRACLOUD-30458,726727,Internal server error while requesting issue via REST-API,,steffen123,Medium,Closed,Handled by Support,08/Nov/2012 10:40 AM,10/Sep/2018 6:02 AM,0
Support Request,JRACLOUD-26738,767823,Failed to login trusted application: jira,bdziedzic,romio5305,Medium,Closed,Handled by Support,09/Jan/2012 7:06 AM,10/Sep/2018 6:02 AM,0
Support Request,JRACLOUD-29442,768052,Time tracking values reported through the API are not correct,,jmatheson,Medium,Closed,Handled by Support,22/Aug/2012 5:40 AM,10/Sep/2018 6:00 AM,0
Support Request,JRACLOUD-32500,729352,JIRA 5.07 textfields in response XML,,martin.lindner,Medium,Closed,Handled by Support,09/Apr/2013 10:59 AM,02/Apr/2017 10:19 AM,0
Support Request,JRACLOUD-32228,767628,service proxy has been destroyed,,sohil.chhabriya,Medium,Closed,Handled by Support,21/Mar/2013 7:00 AM,02/Apr/2017 10:18 AM,0
Support Request,JRACLOUD-32209,767607,I want to send an email when an issue of a particular type is created,,peacock_david@emc.com,Medium,Closed,Handled by Support,20/Mar/2013 9:52 AM,02/Apr/2017 10:18 AM,1
Support Request,JRACLOUD-32140,738363,Jira cannot complete index operation after install GreenHopper 6.1.4.2,,uiliam.veloso,Medium,Closed,Handled by Support,15/Mar/2013 7:38 PM,02/Apr/2017 10:17 AM,0
Support Request,JRACLOUD-31839,726059,Find Issue - using same form,,karel.skokan,Medium,Closed,Handled by Support,25/Feb/2013 4:24 PM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31721,746962,Fail to Create Application Link b/w Jira OnDemand and Confluence hosted,,pbojkov,Medium,Closed,Handled by Support,15/Feb/2013 3:43 PM,02/Apr/2017 10:16 AM,0
Support Request,JRACLOUD-31481,738572,Lost Fields,,landresg,Medium,Closed,Handled by Support,29/Jan/2013 3:43 PM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31399,729458,ScreenshotApplet class missing from .war build from source,,geoffmetselaar,Medium,Closed,Handled by Support,22/Jan/2013 11:27 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31170,767968,user email disappears,,pierre-olivier.sicamois@lagardere-active.com,Medium,Closed,Handled by Support,07/Jan/2013 6:38 PM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-30889,734346,Summary mapping not recognized on External System Import,,ccfairtrade,Medium,Closed,Handled by Support,07/Dec/2012 8:28 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30847,729233,JIRA can't Create issues from IMAP Exchange 2010 mailbox,,sergey.p,Medium,Closed,Handled by Support,05/Dec/2012 5:48 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30733,767708,Cannot start JIRA (32bit) after upgrading from 5.1.7 -> 5.2.1 (both 32bit) on 64bit Windows7 with 64bit Java,,mateusz.szulc,Medium,Closed,Handled by Support,28/Nov/2012 10:54 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30732,728148,I can not access the admin screen after disabling some plugins,,julietttte,Medium,Closed,Handled by Support,28/Nov/2012 10:51 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30641,767686,Error while attaching textual file to issue report,,rockymm,Medium,Closed,Handled by Support,20/Nov/2012 4:24 PM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30625,743996,Upgrade Jira 4.2 to 5.2 - admin can not login,,davidfman,Medium,Closed,Handled by Support,19/Nov/2012 7:42 PM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30549,729419,Project dropdowns are not working correctly across browsers,,tastle,Medium,Closed,Handled by Support,14/Nov/2012 7:04 PM,02/Apr/2017 10:11 AM,1
Support Request,JRACLOUD-29917,746873,problem issue id ,,nkumar1095,Medium,Closed,Handled by Support,29/Sep/2012 11:12 AM,02/Apr/2017 10:09 AM,0
Support Request,JRACLOUD-29780,726948,Missing Clone Issue Action,,pepe_42,Medium,Closed,Handled by Support,18/Sep/2012 1:58 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29665,726912,Unable to create Issue collector,,debbieshoe,Medium,Closed,Handled by Support,10/Sep/2012 9:17 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29565,732611,"User can't be found in the 'assign user' drop down, but he is active and can self-assign issues",,erik.vannorstrand,Medium,Closed,Handled by Support,31/Aug/2012 4:10 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29547,726475,every change in issue makes me a watcher,,oriol,Medium,Closed,Handled by Support,30/Aug/2012 9:27 AM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29525,744997,Error during adding filter to favourites.,,dthakkar,Medium,Closed,Handled by Support,28/Aug/2012 1:07 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-27511,725391,Mention functionality does not work with Google Chrome and Safari,,mlu,Medium,Closed,Handled by Support,14/Mar/2012 7:50 AM,02/Apr/2017 10:01 AM,0
Support Request,JRACLOUD-27363,725228,Cannot execute transition,,rumceisz,Medium,Closed,Handled by Support,02/Mar/2012 10:27 AM,02/Apr/2017 10:00 AM,0
Support Request,JRACLOUD-27336,737066,Became a different user on page refresh after operation,,dcbyron,Medium,Closed,Handled by Support,29/Feb/2012 4:01 PM,02/Apr/2017 10:00 AM,0
Support Request,JRACLOUD-27294,742951,Wrong language at the Share button,,jbormueller,Medium,Closed,Handled by Support,27/Feb/2012 8:40 AM,02/Apr/2017 10:00 AM,2
Support Request,JRACLOUD-27057,767706,Backup/restore does not work,,animesh.singh@acertis.com,Medium,Closed,Handled by Support,08/Feb/2012 1:10 PM,02/Apr/2017 9:59 AM,0
Support Request,JRACLOUD-26922,735051,Office 2007 documents - attachment by email doesn't work,,vincent_externis,Medium,Closed,Handled by Support,26/Jan/2012 4:39 PM,02/Apr/2017 9:59 AM,0
Support Request,JRACLOUD-26864,746370,Creacion de un usuario JIRA,bdziedzic,fkonja,Medium,Closed,Handled by Support,19/Jan/2012 9:17 PM,02/Apr/2017 9:59 AM,0
Support Request,JRACLOUD-26702,746136,Emails deleted in mailbox when become a ticket in Jira,bdziedzic,vincent_externis,Medium,Closed,Handled by Support,03/Jan/2012 5:22 PM,02/Apr/2017 9:58 AM,0
Support Request,JRACLOUD-26569,744884,Cannot import from one Jira instance to another,mchin,mverrall@expedia.com,Medium,Closed,Handled by Support,15/Dec/2011 3:00 PM,02/Apr/2017 9:58 AM,0
Support Request,JRACLOUD-26568,728096,Jira always fails to move issue in Chrome and Firefox,mchin,xumix,Medium,Closed,Handled by Support,15/Dec/2011 3:00 PM,02/Apr/2017 9:58 AM,0
Support Request,JRACLOUD-26341,746691,"work log error - ""An unknown error occurred - actions == null. Please see logs for more details."" ",mchin,vanhyftee,Medium,Closed,Handled by Support,21/Nov/2011 12:26 PM,02/Apr/2017 9:57 AM,0
Support Request,JRACLOUD-26126,745003,Incorrect time in created issues and in comments after 28 October 2011 in Russia,bdziedzic,wr224,Medium,Closed,Handled by Support,02/Nov/2011 6:20 AM,02/Apr/2017 9:56 AM,0
Support Request,JRACLOUD-26020,730218,"Test email is sent OK, whereas the regular emails are getting bounced from google mail",,vak,Medium,Closed,Handled by Support,20/Oct/2011 8:27 AM,02/Apr/2017 9:56 AM,0
Support Request,JRACLOUD-8841,763738,How to rotate Tomcat's catalina.out,,glahitette,Medium,Closed,Support Request,19/Dec/2005 10:56 AM,02/Apr/2017 9:38 AM,0
Support Request,JRACLOUD-36886,727251,Captcha problem with Jira API,,vitkrv,Low,Closed,Answered,06/Feb/2014 2:41 PM,29/Jul/2020 4:53 PM,0
Support Request,JRACLOUD-34030,751619,Valid URL is rejected as a JIRA Web Link,,jack.kelleher,Low,Closed,Answered,24/Jul/2013 2:14 PM,15/Aug/2019 5:43 AM,1
Support Request,JRACLOUD-41322,770870,History tab showing wrong user for create event,,bjorn.gullander,Low,Closed,Support Request,19/Dec/2014 10:16 AM,15/Aug/2019 5:42 AM,1
Support Request,JRACLOUD-31786,771772,Adding Comments Hang,,jared.campbell,Low,Closed,Tracked Elsewhere,20/Feb/2013 9:09 PM,15/Aug/2019 5:42 AM,1
Support Request,JRACLOUD-37898,768362,Problem in the issue link,,meenakshi.hardikar,Low,Closed,Handled by Support,14/Apr/2014 4:32 PM,15/Aug/2019 5:42 AM,0
Support Request,JRACLOUD-36023,740550,Attaching screenshot throws ClassNotFoundException com.atlassian.jira.screenshot.applet.ScreenshotApplet.class,,dricard,Low,Closed,Support Request,29/Nov/2013 2:00 PM,15/Aug/2019 5:42 AM,1
Support Request,JRACLOUD-35723,743394,Have to upload image twice to see it in attachments,,iainelder,Low,Closed,Support Request,08/Nov/2013 12:57 PM,15/Aug/2019 5:42 AM,0
Support Request,JRACLOUD-35709,743378,JIRA link to Confluence Page are broken / blank Site,,benjamin.dombrowsky,Low,Closed,Support Request,07/Nov/2013 9:12 PM,15/Aug/2019 5:42 AM,0
Support Request,JRACLOUD-38098,725703,JIRA SSO authenticator class does not copy users on login,,spocksbeard,Low,Closed,Handled by Support,30/Apr/2014 11:03 AM,15/Aug/2019 5:42 AM,0
Support Request,JRACLOUD-37879,761464,"When setting certain fields to display on the issue-view screen, ""story points"" does not persist",,tim.arthur,Low,Closed,Handled by Support,11/Apr/2014 11:20 AM,15/Aug/2019 5:42 AM,0
Support Request,JRACLOUD-33565,737248,Sprint 'View in Issue Navigator' doesn't work anymore: Unable to find JQL function 'inSprint',,abordonos,Low,Closed,Support Request,19/Jun/2013 10:32 AM,15/Aug/2019 5:41 AM,0
Support Request,JRACLOUD-39223,768378,Changes to a copied workflow impact the original workflow,,mstublefield,Low,Closed,Support Request,22/Jul/2014 2:02 PM,15/Aug/2019 5:41 AM,1
Support Request,JRACLOUD-37061,771700,"The workflow shown to users does show the ""linked status"" name instead of the configured ""step name""",,markus.vogel,Low,Closed,Answered,18/Feb/2014 8:07 AM,15/Aug/2019 5:41 AM,0
